ID	Title	URL	Topic	Year	Instructor	Venue
867	Classication: Nave Bayes	http://people.cs.georgetown.edu/nschneid/cosc572/s18/07_NB_classification.pdf	1122	2018s	Nathan Schneider	Georgetown University
868	Algorithms for HMMs	http://people.cs.georgetown.edu/nschneid/cosc572/s18/12_viterbi_slides.pdf	1016	2018s	Nathan Schneider	Georgetown University
869	Project discussion	http://people.cs.umass.edu/~brenocon/inlp2015/10-projects.pdf	1580	2015f	Brendan O’Connor	Umass University
870	Natural Language Processing Introduction	http://people.cs.umass.edu/~brenocon/inlp2015/05-phonotactics-jarosz-cs585-guestlecture-20150925.pdf	1009	2015f	Brendan O’Connor	Umass University
871	Machine Translation Part 3, Alternatives & Evaluation	http://people.cs.umass.edu/~brenocon/inlp2015/15-mt-more.pdf	1143	2015f	Brendan O’Connor	Umass University
872	Probability, Naive Bayes	http://people.cs.umass.edu/~brenocon/inlp2015/02-probnb.pdf	1058	2015f	Brendan O’Connor	Umass University
873	CKY Algorithm	http://people.cs.umass.edu/~brenocon/inlp2015/17-cky.pdf	1095	2015f	Brendan O’Connor	Umass University
874	NLP Evaluation: Bootstrapping & sig tests	http://people.cs.umass.edu/~brenocon/inlp2015/16-sigtests.pdf	1071	2015f	Brendan O’Connor	Umass University
875	Lecture 1: Course Introduction	http://people.cs.umass.edu/~brenocon/inlp2015/01-intro.pdf	1580	2015f	Brendan O’Connor	Umass University
876	Parts of speech	http://people.cs.umass.edu/~brenocon/inlp2015/06-pos.pdf	1085	2015f	Brendan O’Connor	Umass University
877	Machine Translation Part 2, and the EM Algorithm	http://people.cs.umass.edu/~brenocon/inlp2015/14-mt-em.pdf	1143	2015f	Brendan O’Connor	Umass University
878	Classification	http://people.cs.umass.edu/~brenocon/inlp2015/03-classif.pdf	1037	2015f	Brendan O’Connor	Umass University
879	CKY Algorithm 2	http://people.cs.umass.edu/~brenocon/inlp2015/18-cky.pdf	1095	2015f	Brendan O’Connor	Umass University
880	Coreference and Entity Resolution	http://people.cs.umass.edu/~brenocon/inlp2015/19-coref.pdf	1065	2015f	Brendan O’Connor	Umass University
881	Logistic Regression	http://people.cs.umass.edu/~brenocon/inlp2015/04-logreg.pdf	1158	2015f	Brendan O’Connor	Umass University
882	Log-linear models and CRFs	http://people.cs.umass.edu/~brenocon/inlp2015/08-discseq.pdf	1160	2015f	Brendan O’Connor	Umass University
883	Machine Translation (Part 1)	http://people.cs.umass.edu/~brenocon/inlp2015/13-mt.pdf	1143	2015f	Brendan O’Connor	Umass University
884	Viterbi Algorithm	http://people.cs.umass.edu/~brenocon/inlp2015/10-boardphotos.pdf	1314	2015f	Brendan O’Connor	Umass University
885	Syntactic Dependencies	http://people.cs.umass.edu/~brenocon/inlp2015/19-deps.pdf	1281	2015f	Brendan O’Connor	Umass University
886	CRF and Structured Perceptron	http://people.cs.umass.edu/~brenocon/inlp2015/09-discseq-perc.pdf	1157	2015f	Brendan O’Connor	Umass University
887	NLP Evaluation	http://people.cs.umass.edu/~brenocon/inlp2015/15-eval.pdf	1071	2015f	Brendan O’Connor	Umass University
888	Distributional Semantics	http://people.cs.umass.edu/~brenocon/inlp2015/22-distsim.pdf	1120	2015f	Brendan O’Connor	Umass University
889	Lexical Semantics	http://people.cs.umass.edu/~brenocon/inlp2015/21-lexsem.pdf	1023	2015f	Brendan O’Connor	Umass University
890	Edit Distance, Spelling Correction, and the Noisy Channel	http://people.cs.umass.edu/~brenocon/inlp2015/06-lecnotes.pdf	1084	2015f	Brendan O’Connor	Umass University
891	Coreference and Entity Resolution	http://people.cs.umass.edu/~brenocon/inlp2015/20-coref.pdf	1065	2015f	Brendan O’Connor	Umass University
892	Edit Distance, Spelling Correction, and the Noisy Channel	http://people.cs.umass.edu/~brenocon/inlp2015/12-editdist.pdf	1084	2015f	Brendan O’Connor	Umass University
893	Introduction to Natural Language Processing	http://people.cs.umass.edu/~brenocon/inlp2015/16-syntax.pdf	1009	2015f	Brendan O’Connor	Umass University
894	More Word Vectors	http://cs224d.stanford.edu/lectures/CS224d-Lecture3.pdf	1186	2016	Richard Socher	Stanford University
895	Recap, Projects and Fancy Recurrent Neural Networks for Machine Translation	http://cs224d.stanford.edu/lectures/CS224d-Lecture9.pdf	1143	2016	Richard Socher	Stanford University
896	Sequence to Sequence Learning	http://cs224d.stanford.edu/lectures/CS224d-Lecture16.pdf	1186	2016	Richard Socher	Stanford University
897	Word Window Classification and Neural Networks	http://cs224d.stanford.edu/lectures/CS224d-Lecture4.pdf	1048	2016	Richard Socher	Stanford University
898	Neural Networks in Speech Recognition	http://cs224d.stanford.edu/lectures/CS224d-Lecture14.pdf	1049	2016	Richard Socher	Stanford University
899	Neural Machine Translation	http://cs224d.stanford.edu/lectures/CS224d-Lecture15.pdf	1197	2016	Richard Socher	Stanford University
900	Advanced Recursive Neural Networks	http://cs224d.stanford.edu/lectures/CS224d-Lecture11.pdf	1192	2016	Richard Socher	Stanford University
901	Word Vectors	http://cs224d.stanford.edu/lectures/CS224d-Lecture2.pdf	1186	2016	Richard Socher	Stanford University
902	Recurrent Neural Networks	http://cs224d.stanford.edu/lectures/CS224d-Lecture8.pdf	1190	2016	Richard Socher	Stanford University
903	Wrap up: LSTMs and Recursive Neural Networks	http://cs224d.stanford.edu/lectures/CS224d-Lecture10.pdf	1191	2016	Richard Socher	Stanford University
904	Project Information Neural Networks & Backprop	http://cs224d.stanford.edu/lectures/CS224d-Lecture5.pdf	1006	2016	Richard Socher	Stanford University
905	AWS Tutorial	http://cs224d.stanford.edu/lectures/CS224D-Lecture7-2.pdf	1189	2016	Richard Socher	Stanford University
906	Convolutional Neural Networks (for NLP)	http://cs224d.stanford.edu/lectures/CS224d-Lecture13.pdf	1193	2016	Richard Socher	Stanford University
907	Deep Learning for Natural Language Processing: Introductioin	http://cs224d.stanford.edu/lectures/CS224d-Lecture1.pdf	1009	2016	Richard Socher	Stanford University
908	Dynamic Memory Networks for Question Answering over Text and Images	http://cs224d.stanford.edu/lectures/CS224d-Lecture17.pdf	1199	2016	Richard Socher	Stanford University
909	Midterm Review	http://cs224d.stanford.edu/lectures/CS224d-Lecture12.pdf	1580	2016	Richard Socher	Stanford University
910	TensorFlow Tutorial	http://cs224d.stanford.edu/lectures/CS224d-Lecture7.pdf	1189	2016	Richard Socher	Stanford University
911	Neural Tips and Tricks Recurrent Neural Networks	http://cs224d.stanford.edu/lectures/CS224d-Lecture6.pdf	1182	2016	Richard Socher	Stanford University
912	Loss-augmented Structured Prediction	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_11.pdf	1262	2017f	Marine Carpuat	University of Maryland
913	Vector Semantics Dense Vectors	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_06.pdf	1115	2017f	Marine Carpuat	University of Maryland
914	Word Meaning: Distributional Representations and Word Sense Disambiguation	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_02.pdf	1186	2017f	Marine Carpuat	University of Maryland
915	Phrase-Based Machine Translation	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_19.pdf	1148	2017f	Marine Carpuat	University of Maryland
916	Introduction to Machine Translation	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_15.pdf	1143	2017f	Marine Carpuat	University of Maryland
917	Text Classification & Linear Models	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_03.pdf	1039	2017f	Marine Carpuat	University of Maryland
918	Sequence to Sequence Models for Machine Translation 2	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_17.pdf	1186	2017f	Marine Carpuat	University of Maryland
919	Computational Linguistics	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_01.pdf	1067	2017f	Marine Carpuat	University of Maryland
920	POS tagging	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_09.pdf	1085	2017f	Marine Carpuat	University of Maryland
921	Dependency Parsing 2	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_13.pdf	1282	2017f	Marine Carpuat	University of Maryland
922	Sequence to Sequence Models for Machine Translation	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_16.pdf	1186	2017f	Marine Carpuat	University of Maryland
923	Logistic Regression & Neural Networks	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_05.pdf	1158	2017f	Marine Carpuat	University of Maryland
924	Alignment in Machine Translation	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_18.pdf	1144	2017f	Marine Carpuat	University of Maryland
925	From Dependency Parsing to Imitation Learning	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_14.pdf	1545	2017f	Marine Carpuat	University of Maryland
926	POS tagging	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_10.pdf	1282	2017f	Marine Carpuat	University of Maryland
927	Linear Models Continued: Perceptron & Logistic Regression	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_04.pdf	1337	2017f	Marine Carpuat	University of Maryland
928	Language Modeling Introduction	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_07.pdf	1081	2017f	Marine Carpuat	University of Maryland
929	Dependency Parsing	http://www.cs.umd.edu/class/fall2017/cmsc723/slides/slides_12.pdf	1282	2017f	Marine Carpuat	University of Maryland
930	Shallow Semantics	https://github.com/shichao116/NLP/blob/master/slides.2014/srl-slides.pdf	1023	2014f	Jacob Eisenstein	GitHub
931	Distributional Lexical Semantics	https://github.com/shichao116/NLP/blob/master/slides.2014/distributional-slides.pdf	1023	2014f	Jacob Eisenstein	GitHub
932	Naïve Bayes,Perceptron	https://github.com/shichao116/NLP/blob/master/slides.2014/lec3-slides.pdf	1157	2014f	Jacob Eisenstein	GitHub
933	Introduction to Natural Language Processing	https://github.com/shichao116/NLP/blob/master/slides.2014/lec1.pdf	1009	2014f	Jacob Eisenstein	GitHub
934	Morphology	https://github.com/shichao116/NLP/blob/master/slides.2014/lec7-morphology-slides.pdf	1069	2014f	Jacob Eisenstein	GitHub
935	Examples of Viterbi, Forward, and Backward	https://github.com/shichao116/NLP/blob/master/slides.2014/sequence-slides.pdf	1182	2014f	Jacob Eisenstein	GitHub
936	Language Models	https://github.com/shichao116/NLP/blob/master/slides.2014/lec6-slides.pdf	1015	2014f	Jacob Eisenstein	GitHub
937	Dependency parsing	https://github.com/shichao116/NLP/blob/master/slides.2014/lec14-depparsing-slides.pdf	1282	2014f	Jacob Eisenstein	GitHub
938	WSD Key Concepts Word	https://github.com/shichao116/NLP/blob/master/slides.2014/lec4-slides.pdf	1030	2014f	Jacob Eisenstein	GitHub
939	Administrative corrections	https://github.com/shichao116/NLP/blob/master/slides.2014/lec2-slides.pdf	1580	2014f	Jacob Eisenstein	GitHub
940	Classication key concepts	https://github.com/shichao116/NLP/blob/master/slides.2014/lec5-slides.pdf	1037	2014f	Jacob Eisenstein	GitHub
941	Semi-Supervised Learning 1	https://github.com/shichao116/NLP/blob/master/slides.2014/ssl-slides.pdf	1203	2014f	Jacob Eisenstein	GitHub
942	Information Extraction	https://github.com/shichao116/NLP/blob/master/slides.2014/ie-slides.pdf	1089	2014f	Jacob Eisenstein	GitHub
943	Anaphora and coreference	https://github.com/shichao116/NLP/blob/master/slides.2014/coref-slides.pdf	1065	2014f	Jacob Eisenstein	GitHub
944	Beyond Context-Free Grammars	https://github.com/shichao116/NLP/blob/master/slides.2014/beyond-cfg.pdf	1078	2014f	Jacob Eisenstein	GitHub
945	Discourse Structure	https://github.com/shichao116/NLP/blob/master/slides.2014/discourse-slides.pdf	1138	2014f	Jacob Eisenstein	GitHub
946	Natural Language Semantics	https://github.com/shichao116/NLP/blob/master/slides.2014/formal-semantics-slides.pdf	1120	2014f	Jacob Eisenstein	GitHub
947	Finite-State Transducers	https://github.com/shichao116/NLP/blob/master/slides.2014/lec8-slides.pdf	1076	2014f	Jacob Eisenstein	GitHub
948	Context Free Grammars and Parsing	https://github.com/shichao116/NLP/blob/master/slides.2014/parsing-slides.pdf	1093	2014f	Jacob Eisenstein	GitHub
949	Examples of Viterbi, Forward, and Backward	https://github.com/shichao116/NLP/blob/master/slides.2014/lec9-hmm-slides.pdf	1182	2014f	Jacob Eisenstein	GitHub
950	Modern statistical parsers	https://github.com/shichao116/NLP/blob/master/slides.2014/modern-cfg-parsing.pdf	1099	2014f	Jacob Eisenstein	GitHub
951	Natural Language Processing: A Speech Example	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture2-6pp.pdf	1049	2014f	Dan Klein	UC Berkeley
952	Natural Language Processing: Classification I	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture13-1pp.pdf	1153	2014f	Dan Klein	UC Berkeley
953	Natural Language Processing: Machine Translation III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture19-1pp.pdf	1197	2014f	Dan Klein	UC Berkeley
954	Natural Language Processing: Language Modeling II	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture3-6pp.pdf	1015	2014f	Dan Klein	UC Berkeley
955	Natural Language Processing: Language Modeling III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture4-1pp.pdf	1015	2014f	Dan Klein	UC Berkeley
956	Natural Language Processing: Speech Inference	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture7-1pp.pdf	1539	2014f	Dan Klein	UC Berkeley
957	Natural Language Processing: Tasks	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture21-1pp.pdf	1071	2014f	Dan Klein	UC Berkeley
958	Natural Language Processing: The Speech Signal	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture5-1pp.pdf	1539	2014f	Dan Klein	UC Berkeley
959	Natural Language Processing: Course Information	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture1-6pp.pdf	1580	2014f	Dan Klein	UC Berkeley
960	Natural Language Processing: Parsing	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture10-1pp.pdf	1019	2014f	Dan Klein	UC Berkeley
961	Grounded Semantics	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture22-1pp.pdf	1024	2014f	Dan Klein	UC Berkeley
962	Natural Language Processing Classification II	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture14-1pp.pdf	1157	2014f	Dan Klein	UC Berkeley
963	Natural Language Processing Classification III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture15-1pp.pdf	1157	2014f	Dan Klein	UC Berkeley
964	Natural Language Processing Machine Translation	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture18-1pp.pdf	1186	2014f	Dan Klein	UC Berkeley
965	Natural Language Processing Parsing I	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture9-1pp.pdf	1095	2014f	Dan Klein	UC Berkeley
966	Natural Language Processing Machine Translation	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture17-1pp.pdf	1186	2014f	Dan Klein	UC Berkeley
967	Natural Language Processing Part of Speech Tagging	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture8-1pp.pdf	1097	2014f	Dan Klein	UC Berkeley
968	Natural Language Processing Diachronics	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture25-1pp.pdf	1537	2014f	Dan Klein	UC Berkeley
969	Natural Language Processing Historical Document Transcription	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture26-1pp.pdf	1084	2014f	Dan Klein	UC Berkeley
970	Natural Language Processing Compositional Semantics	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture16-1pp.pdf	1218	2014f	Dan Klein	UC Berkeley
971	Natural Language Processing Parsing III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture11-1pp.pdf	1282	2014f	Dan Klein	UC Berkeley
972	Automatic Summarization (and other stuff)	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture23-1pp.pdf	1176	2014f	Dan Klein	UC Berkeley
973	Natural Language Processing Acoustic Models	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture6-1pp.pdf	1115	2014f	Dan Klein	UC Berkeley
974	Natural Language Processing Machine Translation III	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture20-1pp.pdf	1095	2014f	Dan Klein	UC Berkeley
975	Natural Language Processing Parsing IV	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture12-1pp.pdf	1282	2014f	Dan Klein	UC Berkeley
976	Natural Language Processing Question Answering	https://people.eecs.berkeley.edu/~klein/cs288/fa14/slides/fa14lecture24-1pp.pdf	1128	2014f	Dan Klein	UC Berkeley
977	Intro TSGs TAGs Alternative Grammatical Formalisms	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect-tag-riley.pdf	1101	2012	Jason Eisner	Johns Kopkins University
978	Building Finite-State Machines	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect17-fsmbuild.pdf	1074	2012	Jason Eisner	Johns Kopkins University
979	What are n-grams good for? Language ID	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect03-ngram-apps.pdf	1108	2012	Jason Eisner	Johns Kopkins University
980	Machine Translation	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect-translation-lopez.pdf	1093	2012	Jason Eisner	Johns Kopkins University
981	Learning to Translate (native speakers)	http://www.cs.jhu.edu/~jason/465/PDFSlides/lect32-translation.pdf	1065	2012	Jason Eisner	Johns Kopkins University
